track_id;popularity;duration_ms;explicit;danceability;energy;tempo
3CMA6bdFwobZpvStfR2jls;3;186847;FALSO;523;8;125886
1CfKabrnieuwFYodtDZvvw;0;281757;FALSO;413;923;150059
1ABzvnkHLpLaIN7VlB00LJ;54;191000;FALSO;83;838;104418
1EWRXz6c0WPKae8vziEnZi;1;230720;FALSO;418;876;128033
1GN7Kn9Hr4pOpVVxBL1ZUD;0;257720;FALSO;349;261;137954
2eXCP4kLEm5b11TH2MVas6;0;212773;FALSO;444;33;9547
3To5owsnumbjenW1G5j0VK;0;336933;FALSO;676;67;90232
5AOrknyCsTI1KUBr92efWi;0;215373;FALSO;699;585;124054
0ivAXyBo7oud7Xkffq4aLG;0;228400;FALSO;767;694;112012
5Zk9paAVhGvRR1N0s3e0BA;0;184053;FALSO;657;817;107992
0JTDayhfakCBhqdaIj9dfx;0;236866;FALSO;63;484;147882
2aewgnU4FvXgiML6qKLkJW;0;293853;FALSO;709;392;124074
3NSLr0b5MRGgLM298WQjMZ;0;175720;FALSO;746;506;101361
1uOe9m9bAiAY4kGnGDu1Ns;0;244053;FALSO;79;606;135276
41cQE0wfKFnNV9dteynr92;0;383573;FALSO;66;742;130271
67pfgJfLwgY17o31SpisHw;0;256385;VERDADERO;701;818;90032
3Kk30svEH2XoNsEvM3jyOP;0;211626;FALSO;775;507;92229
3s0JQVCSayMTDBlpC9Hub6;0;343701;FALSO;818;621;117343
2XzziOT8OUGrDnnveRpxwI;0;248893;FALSO;686;604;152474
0xD23i0X1WjqMSYIxRfO80;72;146866;FALSO;477;572;194033
7lGKEWMXVWWTt3X71Bv44I;74;193546;FALSO;389;665;117055
3eHYnUFpEZjnTQag1EVxHC;40;271306;FALSO;559;532;10402
35lxFAny9XDBkvE6r9j4uG;70;303903;FALSO;662;905;117997
6G8xvLFNkXy3HM5EbQI6c8;71;179000;FALSO;743;835;120019
5gRcv46AMTrosmTOqrOV3Q;75;151893;FALSO;697;395;113589
5M5TD1Tlpcgq0Fj1l6Mz6Z;69;216586;FALSO;618;449;75046
5W8YXBz9MTIDyrpYaCg2Ky;80;199906;VERDADERO;589;89;90598
0OtXJQBLb7wPXL2XyN2cFW;53;258586;FALSO;354;581;171961
1b7DozY0xHWXU1T84Lck1z;62;193846;FALSO;631;643;130099
0eNfURq0r0oNSwFyw1VuVT;72;178617;VERDADERO;522;957;17091
4S80oe7OJnBVlhNrbQTnt3;69;260148;FALSO;714;51;142009
4gi2kndWShH9kDbb9kBfs6;65;156666;FALSO;521;835;160031
59WN2psjkt1tyaxjspN8fp;80;313573;VERDADERO;466;833;88785
5UWwZ5lm5PKu6eKsHAGxOk;84;250546;FALSO;413;881;158066
6Up545NUflOiXo8cEraH49;75;274693;FALSO;494;632;147873
5f2zZawBtGBEw24ABweErz;70;230525;FALSO;514;703;157399
5O9Dz0h08LuBi0aVvDcylh;69;232066;FALSO;483;941;156033
5Gs6NY7QTgEq77V3DtPagv;44;221576;FALSO;64;791;129997
7EcqMNBI50oElY49no2wYY;2;208773;FALSO;713;55;13807
2eXoWAL6kC9sdlpdOGvSCw;1;195493;FALSO;459;427;139898
4BRlQ27PLKJtgnWGFISxOM;1;245173;FALSO;535;508;134577
63hVrWvNfJz10heZwTjCOy;0;256133;FALSO;559;487;149959
4jZDioY5bkeiNBGK4lGrlA;0;210600;FALSO;29;936;167818
0lNqNCVlSxOCKmGgGu2UJf;0;196346;FALSO;596;602;117014
7pluJ15vmT0NZdX2lmIbBI;0;250293;FALSO;508;558;81599
1mOhRdYfCMLbyzrQPPcGMG;52;303878;FALSO;676;892;142046
5wSagCWflNwJ1xM59ZKw6O;52;207533;FALSO;633;551;94946
5gRjZANENPGzKGrOsBIVUa;0;261293;FALSO;432;706;136981
2zAonF9EvsfVBwEkAizQEd;0;115867;FALSO;678;637;86036
7mULVp0DJrI2Nd6GesLvxn;0;204621;FALSO;524;902;146833
4OEbwdy2hgYXxShjhLtF0e;0;205482;FALSO;588;723;12498
7MbfpPG4oVcnyIulMKBkCK;0;217853;FALSO;477;459;105541
19zJggaQrCRG3AibCbjXcJ;0;184253;FALSO;732;348;126142
1QcpKf67hgqKFa3mLp9KfL;0;201146;FALSO;733;282;13204
34LcvhvuO7RIX0JzSw8FNe;0;181764;FALSO;638;762;170108
4ckTIXFjIHbZkK1HxisLFG;0;210680;FALSO;666;795;94968
04GunTYlMUoEnc5pwzQANm;0;283760;FALSO;659;433;80115
27sytaeEm6TDVMpdExyVfd;0;239533;FALSO;713;886;97983
4MTx23V7Axs7subL3UdGft;0;135973;FALSO;616;702;78728
2wXioTynVwrEWYRv6R6vEj;68;203666;FALSO;534;582;84183
4sNG6zQBmtq7M8aeeKJRMQ;80;252306;FALSO;687;617;121079
64BbK9SFKH2jk86U3dGj2P;80;255373;FALSO;458;795;123229
1G391cbiT3v3Cywg8T7DM1;79;215906;FALSO;595;717;88969
0gmbgwZ8iqyMPmXefof8Yf;80;223840;FALSO;446;764;172094
63OQupATfueTdZMWTxW03A;76;264066;FALSO;36;501;74807
0ADZ5dmXhlfzjMw6lefoPl;73;238173;FALSO;518;797;132918
2oaK4JLVnmRGIO9ytBE1bt;74;302000;FALSO;7;742;91959
5vHLwhxxlGzmClMcxRRFPr;73;257053;FALSO;678;656;123207
0M1A9wInEHilyWkh4I8tWo;67;235960;FALSO;483;77;132992
0IK8y0vAO0sM630HsxwLht;67;229986;VERDADERO;685;656;128003
1Mf27cnAF1Q6Ko83XTM5d1;69;176093;FALSO;487;625;170397
4FxeY2UZeP3kpdBPbpGggN;70;165457;FALSO;643;882;159996
4AXAS26dUVTnCnubySfkbv;66;145801;VERDADERO;639;776;160101
40ozK0lCJ0EQzVGWsCNUhk;67;503240;FALSO;432;524;135956
40lKptao1hxVqA7fd1OOGp;63;285160;FALSO;509;778;105066
5VUQsLff8A3ruAyCdTxqzg;65;335906;FALSO;545;472;134027
2HegWuw33lBqopjopozt7N;51;193933;FALSO;417;959;82771
2u9FerEIRu8IbfHUbPjERP;58;181812;FALSO;452;818;167087
4k2AjlWruIygEiZyJEy01I;51;200826;FALSO;492;794;167815
1aKSNq3Skm9MIIksjx5bFy;51;189413;FALSO;378;916;93065
0TEm33n5APQRJ45tWmRnxQ;50;266143;FALSO;703;589;100022
6zciWZePv9ohzMshMJn7uu;50;244013;FALSO;524;636;138074
6CmuT4GB0mCTviUq2jB9Fe;1;249478;FALSO;616;387;12003
4hNUUHv2V4DkFTLtbhYGZX;0;195717;FALSO;516;85;120326
1xCMazcgI1g5lyfaGrxnN8;0;231719;FALSO;531;906;12508
5XbjnXDZgLSLTfh1R8L7vM;0;239360;FALSO;487;889;87138
4kFnQ7jcMoT12WJgkUP3vJ;0;168853;FALSO;529;846;93979
646ekuSJ0o56hmG8gWjSUh;1;215000;FALSO;598;95;105267
3672DNEisN5yExyR4KUPww;0;217200;FALSO;359;573;73368
2GIXniwgfIlLuVTB4rWWWv;0;230826;FALSO;424;843;90247
1a7ZHtzNCTPuJkStK8WJbq;0;283000;FALSO;494;738;132496
15IuOb99czEVjmWHXCEGBJ;51;214213;FALSO;63;715;134986
3F8dSAI8l3euloq5a8EenB;0;293933;FALSO;358;899;174298
59mGCC08pYEwStwO3oTLfH;0;465933;FALSO;323;891;97373
0Ty3wEwyel2QXCfgP3FojC;0;234973;FALSO;337;643;175875
34p4d1RRVLvfg1xKEJfPvW;0;193106;FALSO;694;853;9308
0SLjeqwh5iy8DZcaGNIaHJ;1;395093;FALSO;421;871;102383
63Tsq3tqiZIOW9XHaDT3gi;0;218120;FALSO;446;814;138112
2panoBuJZ4gZWvMwycOoRO;0;243160;FALSO;259;654;181893
7wmIhVA7yo1GqVyvK0TQK3;0;203146;FALSO;512;607;6325
5r5cp9IpziiIsR6b93vcnQ;79;198440;FALSO;871;701;126975
60F6pgM6H6miNr5AmjxwjL;70;224938;FALSO;603;551;75001
28DlaPydCnrs8NxYOnUPZ8;65;224213;FALSO;534;941;95008
4MTgIH5OZQHAbdBWgbKSAb;64;192400;FALSO;468;961;94926
0YNtAadZvKBBEFARtfoCV8;70;167960;FALSO;7;82;109998
5v8aEcHcaJIGYpfVVPtJjI;71;193080;FALSO;568;569;72991
4XfI7M5gLwEY84gYiH4RDD;71;186306;FALSO;662;681;98004
1jJci4qxiYcOHhQR247rEU;78;302840;FALSO;451;931;122961
6XcfKZvJio9Z0fQy11GnNX;70;204878;FALSO;666;728;122996
49qEikVVPd6PgH6S2pbXjZ;66;217625;FALSO;49;753;156241
2Kt1XplPBQBsDKQDa6TssB;70;246493;VERDADERO;568;871;11999
2a1iMaoWQ5MnvLFBDv4qkf;75;257480;FALSO;419;383;87568
3Y4rUyw7XBCK6hGHCOt6rp;72;204773;FALSO;544;241;109437
65Ce0h4SA18GuH6nuI1QWe;60;215706;FALSO;53;727;76943
6hypt8VPJxeMXTTcRUHS86;60;166693;FALSO;564;613;84951
0H4BGX7L8UfoD0g4wgXd0D;64;206440;FALSO;468;655;144045
5k02Wjsu2MdpF3c9VFQD0k;61;197680;FALSO;546;619;159982
0W7KIc2GSB9suYQAaMZ9rF;67;206400;FALSO;561;717;79993
1qUHD9oPIMFHKpR12NY2KC;67;231665;FALSO;531;887;104055
7x8dCjCr0x6x2lXKujYD34;79;269373;FALSO;433;959;172984
1ZLExfqDJGcoZfc6l1vDws;49;261373;FALSO;611;7;145943
0jOSpB2zK2O0SNxj8ZT5lp;64;305426;FALSO;318;573;156054
4WmMZtbFw54OYKrqVKVupx;50;182079;FALSO;589;842;104024
4vaSrWwFJokTqzy5h6eTPC;0;249426;FALSO;824;554;96034
2gOhhHSjm3iw4NFY43carm;50;256720;FALSO;567;494;175448
5ylQ8MS3Wj16QmnYP5PNxc;50;236120;FALSO;383;745;89743
4z1N1HpvoBnptR3zP7Q8Ai;5;196135;FALSO;202;742;194876
1YsAj4ybnMC11VoTg7k6s5;0;236866;FALSO;359;927;154071
6PQLxN9DvI4Abr3hmsX3NQ;0;180066;FALSO;331;722;125619
3nS2Qnx8s1zuYSi7tcsDzi;0;201000;FALSO;857;735;105007
0wMGxaOeu5zZfbx3gWctMx;0;165186;FALSO;706;474;99776
2mIla23uhGqqkdNtzqIg3r;0;177186;FALSO;236;94;151296
4WEv49e0YopSlq65WLmWCx;0;211933;FALSO;331;968;203997
0uTfxpuGPeb5xvkjduxQT3;0;263586;FALSO;639;609;108493
6VQW8Ye28Crwz90BIexsrF;0;264586;FALSO;423;493;167708
1HxNA8JjIIfVGqMr7Jm59f;50;229280;FALSO;757;888;150079
1vzkloLLdR2LDXRwtMmq1c;0;213040;FALSO;686;664;173937
03DgLHhA7HCUB8aBTNqOwX;3;307306;FALSO;742;613;136009
0CaAQYzg0k2poWXt30rCz0;2;263933;VERDADERO;639;671;92012
7Gx6qonxppv93FEpsIRGpW;0;308666;FALSO;519;902;128912
4HB60oI2EV1uCu5fwwQ5M1;0;203493;FALSO;422;28;165402
2oxkdzlJjiFWj8lfsZkaCg;0;205386;FALSO;758;913;152629
13SujS16XOFJx43loXNzZe;0;281533;FALSO;617;738;123993
087Hfvj80hJaJ7e15qKebK;0;195400;FALSO;615;549;75054
4o7qQwLjPPwXNNSTax6yWr;0;194693;FALSO;613;655;138854
0BFWUoOu91FcOEtpTdWFrN;0;217200;FALSO;626;515;110999
2JR8NubWbZW1vj671mtWaV;0;295160;FALSO;364;549;73397
7tYQXKBRjIafvyczPPUbbe;0;336360;FALSO;407;771;132006
07VBqWH6NG8L2ad3l84UKk;69;205280;FALSO;353;686;9447
40iocOzytrqaRn5RbGPDNp;68;208453;FALSO;617;574;91769
0Sjz8pTu8vcVvGP5rtyh3Q;66;230000;FALSO;634;6;90017
6ilTR3RpLCAHDt3Z6YuQGx;62;212310;FALSO;572;955;129981
113xf7t4qNM7038YJvauik;70;245000;FALSO;589;614;119837
3tRPfCFAEv6wWyQO0YnGGV;59;90960;FALSO;447;891;143976
1xLs8Mu1QEVbGCpyHQ2r2U;71;139906;VERDADERO;684;856;117027
7kxfWvj6u9oWQ5C36kMtGb;60;259133;FALSO;276;658;172326
0zdzgfhY18Au7dD1hOrTrX;59;194826;FALSO;372;6;18896
0nkzd3yNniB767zSDDdLZ3;69;209493;FALSO;434;939;159932
3zjjzKg16tczCMwckGKGuH;71;203080;FALSO;521;885;115985
4pIO4Hi73yRGnXt8zRbQ7m;61;130500;FALSO;627;852;139934
6PypGyiu0Y2lCDBN1XZEnP;75;320266;FALSO;467;324;94301
4TQcARE7Fd58akNhr3N7AE;66;222706;FALSO;577;789;9752
73CKjW3vsUXRpy3NnX4H7F;72;290706;FALSO;463;229;73543
3LhGRE7ZNOEZhrqazWMYRI;61;185466;FALSO;651;933;134048
2GJ1xx5ZoeIJYbQKLSpoZ3;64;206060;FALSO;53;803;80992
4EHWldZTas5KUyFtT0rQlY;64;205666;FALSO;457;451;74923
2riJzw9rShSNaC2GAUn9cY;56;202478;FALSO;501;587;82017
1mWdyqs6Zvg8b1lKjDc8yB;66;293398;FALSO;429;587;145003
6ZkeNE5zlcl13PbnzXdw38;48;184093;FALSO;474;983;9268
2m2QV4YsDoVNQ9Y6THdSg4;49;176960;FALSO;586;487;123897
2ScU6iEvgb0TIuKiyem9rg;48;151666;FALSO;345;976;181121
0OwkWUJHTcxJSxlprEGd9w;49;211706;FALSO;563;562;149984
4xkQxDPC6RBV1Yfx6vkLsO;49;261133;FALSO;616;838;139602
1QJWQRagviM87ff3wQjBkP;50;306266;FALSO;385;806;106628
6JMUqW6dwWduaPPqGCkcgk;49;181560;FALSO;671;961;104054
1KGcPOVdYPrzEGYfLBz3hY;0;234866;FALSO;698;674;125016
6XEbIRw3DVFb6vQftaewOD;49;218280;FALSO;411;897;102972
4ocDKtGkfPHFpUlmkOfAiy;0;226133;FALSO;776;425;133489
7j0cTjB4Vk5MiRlp8IQB8x;0;257398;FALSO;555;897;97851
5L0oNcUAPW4zFLBekccycM;50;134173;FALSO;192;894;194458
1EKNUMaRRxclLETULcps5s;0;146520;FALSO;634;689;140071
6qtDW5A9dgCyjhQZSGRlcu;49;211240;FALSO;466;832;132054
0nK8nFLgGsNtpB6o1I8wt8;0;236426;FALSO;768;748;129001
7gyhWg9k5HkgWZq9V8nsrT;0;191506;FALSO;491;942;100441
45n1UykYUNp1LgRt8auL4U;0;256026;FALSO;787;534;152131
6DaHEkkaHiAhRZVEFZOMJ8;0;205026;FALSO;421;95;80919
5mC0tSmdI2MgY9ZEqiztUP;0;341026;FALSO;744;666;143645
39bxZQn6wJ4TmO6ZoY9AhJ;50;254275;FALSO;688;682;131848
4qymdn8JY94UOj1rATccbp;0;305813;FALSO;508;688;76122
7GfYdXlYZ0uhEjhqjFV6YQ;0;273533;FALSO;433;827;150942
2Iq6HhIquO7JKr0KfTNLzU;70;204811;FALSO;595;896;118001
3E7heceGl4ojbkWXyBiLSL;48;198786;FALSO;68;598;12009
6TA5aymvVrtiPVbuAwmPIc;69;222666;FALSO;595;636;112008
5Az8KU81g2aLBbJN67F2CI;71;244693;FALSO;466;763;154914
2t0wwvR15fc3K1ey8OiOaN;71;222093;FALSO;538;679;12199
5pKCDm2fw4k6D6C5Rk646C;65;348386;VERDADERO;214;931;162115
6GGaeNKmqQQfQmTlNoUezD;53;196616;FALSO;509;715;159872
5e3YOg6fIkP0wD5TyxcHOH;68;294826;FALSO;504;918;92031
1jq28NGw6wdtFKx8MBPy6C;73;212346;FALSO;617;922;132059
55yvzYuvJYG2RUEnMK78tr;74;166640;FALSO;409;932;131761
2ph6BRhGcUzc2W9wIulG5k;61;230586;FALSO;524;805;152044
6TfBA04WJ3X1d1wXhaCFVT;81;177826;VERDADERO;55;917;126115
5so3Q5ihUoWp79tmIm8z7l;47;212226;FALSO;519;834;77028
2hRNxkgCScd5yxbTsrGQR4;48;282333;FALSO;544;596;8096
2MobJagQB0dGJoRqI8OT0m;65;256933;FALSO;459;561;144783
4to8RSl1qZa7q3X8z4nOk3;48;209084;FALSO;729;711;159019
6zMPcgwV7bp0xgRQctwDku;1;200000;FALSO;567;815;97937
6c61kVcF2zmFExhWYwDrDX;48;241306;FALSO;268;863;205911
7dZq3hxakgytMDpxK0QNhR;48;190960;FALSO;513;89;122698
4qlb4cHm1GmndU5p3Z5s4T;48;239360;FALSO;589;677;134962
2CCJ1YRPIk7c2VtRL8JMhg;48;184840;FALSO;624;73;122053
31uiFApsv5BVunx9bypX6u;48;262533;FALSO;589;967;114154
29fm3WWIiHmHIaMX2tK2aH;48;224693;FALSO;606;957;113867
6JMRXqVpDD1Xu2lAoFOVbS;48;207197;FALSO;483;896;12821
2YIpus6UhA3TOKmxNtfQrb;48;329640;FALSO;694;706;96759
0BRtjY6BHMic4e901yeGil;49;160533;FALSO;463;677;89581
6Cds1yaAqjemuebKt1DIKj;48;241400;FALSO;508;608;160212
7op5RCUvgqOJcKAs4rZw2N;48;241946;FALSO;542;812;138965
22AqIN0L6icW0MtPM16NwC;48;256333;FALSO;487;943;144944
2ZTuf3VIwB1EKuzwzFdJTT;48;224200;FALSO;634;939;124974
5ZEDdR3gnXAudntQOn0yOC;48;378386;FALSO;622;65;148004
4K9Xn20HjUTtPaiEY1DllO;0;125066;FALSO;527;675;107409
14OePRS8B28wHaZ3g6sv9w;0;141586;FALSO;479;802;148658
6wga1W5kGd7hVjClXpM187;48;211706;FALSO;642;797;110055
4K7x9KC3XrcKMNdhVoaBOj;0;160346;FALSO;622;72;133922
769Fq73HiVK9qfOQKKvpLB;0;217666;FALSO;507;9;94466
3v7jHsXQAVusxBupIkDTeK;0;264293;FALSO;586;846;13498
1xeJGNdKyEqqhWfkR31jM2;48;215626;FALSO;605;79;141819
7i2v1qGRuxH3pqIWYpqqBE;0;236960;FALSO;514;886;138635
3NRVfxtC8mYrPoHjKahcng;0;159520;FALSO;581;92;102033
1p91OsZmF238uTCeZxuAi9;0;178346;FALSO;556;901;129888
2OYM8AomneL1lq8LjsT3bv;0;261600;FALSO;313;663;162577
6eGTANo4ak5Tb1FCBLtoFT;0;209053;FALSO;489;96;13321
3vcQXcGUqeaFpPIL1oIKTl;0;313733;FALSO;87;53;107882
5le94AmYDEMG15R5iRfgxJ;0;354746;FALSO;555;622;156415
6h4YWETL6DAEKpeSr0CaGu;48;200053;FALSO;364;783;155016
40gvh6jP5qxMJuMmF9lG9A;71;390493;FALSO;21;499;74094
3FtYbEfBqAlGO46NUDQSAt;77;229640;FALSO;763;803;10304
6WmIyn2fx1PKQ0XDpYj4VR;69;252925;VERDADERO;472;745;18006
33DzKnwuBE6lfOiADwzd5E;64;207851;FALSO;667;824;114998
4BggEwLhGfrbrl7JBhC8EC;73;216733;FALSO;736;811;103502
3yydZof4pq6N4zeyTzLwQk;67;132746;FALSO;777;721;106956
7iPlcFvOMOzt6v0QvcAueZ;65;314662;FALSO;376;473;148835
2O9O26335YYVckmRgPKY3s;65;204546;FALSO;524;882;11994
7saeg1XSIx0RhNMHY5km2e;42;281826;FALSO;592;474;1300
40LQiUUUKXVGyNs09lHVjW;73;261853;FALSO;476;736;129084
0z1o5L7HJx562xZSATcIpY;73;267186;FALSO;293;276;121603
4wajJ1o7jWIg62YqpkHC7S;71;318186;FALSO;531;61;152958
10Nmj3JCNoMeBQ87uw5j8k;78;282160;FALSO;556;913;96184
4Wj52fsynPssW52HDQuzrt;65;199008;FALSO;534;942;95126
33MnSYLvtOrbj5zwfioEiH;63;222435;FALSO;457;669;93987
3zwmW1gM4E8FlHXV5nE16u;72;278973;FALSO;423;845;116602
3UULkHdmLDqBDPmBYltoRE;67;259959;FALSO;496;981;109905
0RW1xWSPxmbXf012RN3yWl;65;279786;FALSO;512;814;97996
70oCSjkWqBvGBql9gJz5dx;47;255000;FALSO;557;873;162842
6nvbYcbL79UQ5VFKE0aeeq;2;205738;FALSO;675;375;134023
3QoydK0LFOpK0JnfIpCffR;48;128106;FALSO;511;981;172968
6kHjMdhMOz1Y84X3DHvbni;47;259200;FALSO;599;563;150009
6dr4yfIX1gO7to68cDcCsp;47;219333;FALSO;576;858;11196
7sC2sL3Q5cZswDQJfnlfOt;48;203093;FALSO;215;945;179079
3dHDEm95M3UJb6KBuDufvK;47;194597;FALSO;581;67;103971
2VTgVKaabe96ezuyDW5ugq;47;240200;FALSO;557;898;109246
50RFZ81kvSH0FKGumrw8sQ;48;191946;FALSO;57;885;149878
0HdKT77fmQMoU0mAjHs7O0;0;203547;FALSO;418;987;15505
1hqiUgSEsjZlpQPZ85I61N;47;290200;FALSO;724;646;143674
3tB9hk5uxd7P1vZjpjzmLX;47;325240;FALSO;592;882;119959
5DSgzNSlB4EHCIi8YAXxWn;47;258292;FALSO;694;907;116998
033BH9v7RyCCdHzgxyiU5R;47;213133;FALSO;572;73;136948
3QHqCKdJBiBfFkN61NR00m;47;238346;FALSO;414;938;99014
79vchPw6mA5F3b4Ft2TqDT;47;204583;FALSO;533;87;152254
0Nc2X53OFDIxl1F1Z5AZfR;0;385012;FALSO;433;914;144007
6w6YZTPXfYd2bBcFLp2yCf;0;129160;FALSO;465;932;139854
3eUOVnvVw9ntGUqJmHKF1J;47;158933;FALSO;615;907;168459
4LqXMo9PHrEggPvoTPO6ph;0;274160;FALSO;478;854;91856
1JlxQG0qBaEI2V1f0zkQLT;48;235146;FALSO;551;908;15399
1LQBLintxKQiYmmb55mhKq;0;130386;FALSO;598;705;149999
42mDqJTTQW6adKYflnauIE;0;601240;FALSO;667;997;117999
3FxMlzkBfekU3gNliu571t;47;271571;FALSO;517;94;128059
1NTaFxBsq90jAF7te7TCVZ;47;202253;FALSO;577;936;145011
2wmofaCfAaF9hdjEXmdfTO;47;181333;FALSO;504;969;131367
3RlsVPIIs5KFhLFhxZ4iDF;70;252040;FALSO;616;91;144072
6AvslIXIi9iaGvukefyVVK;58;231586;FALSO;573;754;132964
6Thn8AOHIwPCkf2O4ZgfC2;62;370200;FALSO;486;623;86007
7h6lpVuSGPW6RNjDXKpYDh;63;248879;FALSO;648;936;120708
50f6Sc85lbQgEaOfQm41Zr;66;211600;FALSO;413;636;176048
20I8RduZC2PWMWTDCZuuAN;79;237026;FALSO;277;663;104561
5Xak5fmy089t0FYmh3VJiY;74;342653;FALSO;36;684;7715
738SQjONa0q63yhLxvg3m1;61;188333;FALSO;54;78;144011
5d9RSSwDvlTyuwfmeafUah;55;327000;FALSO;292;535;143949
3QI2FbgxMG42vJjqNEHOP3;47;312280;VERDADERO;652;57;92978
5N23UhzMfAuCYjwhSbTQwH;58;318120;FALSO;507;28;139791
2NV0oNAYgjlN27SeNIo8bL;48;306961;FALSO;581;857;140885
1w68dw4EgQy5aUgpBuZQVj;47;317160;FALSO;394;834;147975
1pLQZ6MwbYaLqzJT3imTBU;47;282840;FALSO;687;926;115753
0YHRPEBjZrfg2LHpMObMZn;47;279013;FALSO;595;907;97469
7suq0FFag5QEiQnyihDAhu;48;275620;FALSO;454;593;93052
019GjjVqU4lNg4QnZzRjUd;0;470215;FALSO;754;978;116169
7KaqcST5QdMTGPCKWW9ayv;0;296626;FALSO;276;937;153814
7pDUhxbAWlITdbP9JcjF5Q;47;204133;FALSO;543;736;171897
09T8jYEV0b1z6tqghjTBZO;47;320946;FALSO;532;511;114043
65P8KmStYrVUPlchXH2CH8;0;316520;FALSO;683;643;107027
3vGvMhuNgM3KVuwHEwZWwI;46;226546;FALSO;233;948;146753
3UjUCLNMXAn20u17PJvYqI;0;148186;FALSO;664;307;12803
3yz60wsJlg630mjAfU4qIv;0;214720;FALSO;326;716;143148
44agmNQypTCFKc2dpVonDy;47;271733;FALSO;824;696;135044
1naVNubDGnYRnlayKdz08s;1;234466;FALSO;636;937;112641
6bzWr3EpSEolVwlbLk58il;0;242720;FALSO;218;932;167718
3DeJRsFwGGsX0TC6k4aEWm;47;262040;FALSO;339;624;200332
36VJrVTuKwedxqftzsIXXU;47;195133;FALSO;17;878;17474
0u3knvc8GwzIss9x3AhRLp;0;170949;FALSO;393;893;156326
6E7Ix5jkd6uzfoxuvcI8Ww;0;217120;FALSO;607;884;139988
39dQlrBRyv03PaPZbYTo51;0;177466;FALSO;579;865;162963
6OsUmsYsq6FxzWdG6Wr89X;0;269693;VERDADERO;659;961;101368
0Qnr5TKNz4vlYwlSBhtv8y;0;267573;FALSO;645;985;113934
67HyrTkDWSI00qAhvyQFEW;0;201720;FALSO;922;839;135997
3W73vndiqDkaYwYjSMaSWu;0;117226;FALSO;696;715;130021
7qzsvHOsaJdefeDwyZNGjY;0;174800;FALSO;436;88;112012
3vooOYHU0Fi3ViCG7Ozh0Y;68;259413;FALSO;557;845;123997
0QnONzv3TvHAWk294h6DaQ;71;195466;FALSO;622;692;112053
49clMzwHdKb5f0awEH99pg;59;283840;VERDADERO;736;502;105003
2EtDBM1HREttw143IwZvJ0;59;198640;VERDADERO;609;726;79967
35YyxFpE0ZTOoqFx5bADW8;69;255386;FALSO;516;342;128378
551qy5vUgrUfEUc4dCNfht;69;306066;FALSO;573;59;108789
4ePKbzLwkIBslceokt2iXZ;60;248880;VERDADERO;477;859;125044
7nnWIPM5hwE3DaUBkvOIpy;75;232453;FALSO;645;792;90565
1OBNzxKB8SAi2LpVjeAp8y;56;187293;FALSO;356;625;165902
7kzKAuUzOITUauHAhoMoxA;74;193506;FALSO;624;91;104042
1sTsuZTdANkiFd7T34H3nb;75;245373;FALSO;557;8;13547
1Ic9pKxGSJGM0LKeqf6lGe;72;233173;FALSO;446;632;113176
7AtcBzm8ywaQpifSqRdyPH;46;159428;FALSO;559;679;139998
6dNJ3lasVLPd0078T9yqlm;64;279666;FALSO;264;8;155558
5KnqauuLF6qyZA9RzfeKxG;68;202888;FALSO;536;894;174899
5w6B0sAH7XauCvMOAtplQj;65;197520;FALSO;548;64;108326
4Y4ldFPbe39m81tRLOcIWd;59;169977;FALSO;596;638;144871
2jfk3m8nq5IvB35s2xIs1O;66;225280;FALSO;445;953;172063
2VSbEXqs6NbNiZSTcHlIDR;71;294600;FALSO;32;88;146349
56sk7jBpZV0CD31G9hEU3b;74;231400;FALSO;553;853;122023
4dmgrfGknhKKaozk5U3JXL;47;376613;FALSO;634;704;114751
0aQAxk0VUa03yons7PZjS1;46;269800;FALSO;67;62;108243
0b0x5fdpSjvJ8LiYSPnWoF;46;326146;FALSO;496;949;164655
7c6AxRHaO6nfzhOxLShc94;47;214053;FALSO;566;784;109851
5QSe2vbcBasm02vr76vqg4;47;236813;FALSO;762;805;128181
3UvB63cZSpGUL3LvAj03dI;46;276066;FALSO;643;816;115061
3gpgMfFAQDkVgcY1u76Ccx;46;213760;FALSO;649;835;120068
7objW5pQVFLJWwqRBAjOrv;46;299933;FALSO;47;67;105058
6P3phrVqOebNtYo1uEyRJY;0;245640;FALSO;649;613;121437
0WJa7QAYzg34rQ7iPXVTTS;0;321773;FALSO;282;478;122705
4kl3TXOlj8JXMPtZXUmRXI;0;265573;FALSO;501;795;93556
0iUuCOGuE6aeHjX0GarFC9;46;348533;FALSO;406;863;1498
1SjK3fJFkEGuvGpwFvg3y9;46;208973;FALSO;618;661;143129
1NhLJcFWLjrBax77kFft28;46;188000;FALSO;617;789;125006
4DVU0z4zLAqPq2ShvB7Hl3;47;240373;FALSO;736;878;160078
1MmzIqMP1y5AGIX20RZxDc;0;201426;FALSO;465;883;9504
1up0F8kK6mgObzqWi9Myom;0;236186;FALSO;445;776;118379
69s1IPlLiKxXcJtdZzafct;0;308826;FALSO;473;977;100552
1rBivSsnwBbuC1UH9w9eCV;47;232757;FALSO;465;952;159054
0KQQimYTGg3Rc1bISoSuXl;46;244093;FALSO;603;715;95016
2Ai4eBBKTWgn9Mna9yzqeq;46;277304;FALSO;739;679;113023
1SmH3Jv3V73B8vPb3p0N3M;46;244066;FALSO;702;808;139892
