track_id;key;loudness;mode;speechiness;acoousticness;liveness;valence;time_signature
1CWbHFlEu2B9vgdhlvXZD3;7;-327;1;468;223;124;475;3
3OAW2oDJwA4MJKwlZ13pWv;6;-8389;0;458;0;106;677;4
1uUf8MUvBnhC8TudDxV2hj;2;-4142;1;997;0;323;121;4
0njSyA8BBKgkX0ihQcqeN7;8;-6813;0;609;714;336;198;3
3ffljpjKfPISFjCt4zpYUk;11;-2869;1;164;0;154;364;4
5IZHpZCVn1GnoPlODpsfmx;4;-7075;0;535;242;642;182;4
2uWUu4IDtlb3lbBXnMHP8a;0;-7747;1;151;158;969;158;4
3bat14NdN3flvcsEMpVOFq;9;-5069;1;649;124;334;541;4
5FuSVfwydyOF2ikIRdTBj8;4;-8845;0;295;189;289;103;4
40H3xIU5zHl700UM0SvOVF;2;-7628;1;685;0;115;139;4
6m8tf7OpS9BCRxQLWNeSn5;0;-8612;1;478;701;973;16;4
7ErUP2ztbB6E7gIVLrEcTI;4;-5997;1;626;56;241;209;4
3niz4765xdQsl0DSMf4DIx;5;-4871;1;518;0;359;155;4
5fwkL23a23iIMUsOOABVc3;9;-11093;1;476;77;239;535;4
3cDDx7zg7t5jHdXNrD9H7C;0;-875;0;121;0;336;152;4
6zJpwKcGg87QLxiRNrMP8W;11;-5575;0;737;0;154;297;4
5ZJwjTma5MQDjPIxP5HiTn;5;-4308;0;378;0;312;545;4
2gBbO8brlTYaLe0BDjvJLh;3;-488;0;484;0;178;278;4
2t0DnOIEpkbJqDc6h1IKnw;6;-522;0;828;0;962;221;3
0snhTvHSZ5ACrvdcVWeCDS;6;-5244;1;698;103;218;189;4
41E5ZIq8nAekTVTYbGa8sk;2;-8255;0;953;0;106;291;3
0di1fFxZ2v814evMbAvnzI;7;-2892;1;175;231;107;558;4
3zjoCDlA31nt9s1QXsEqxr;9;-641;1;803;0;303;387;4
4JnljD11nc1KNbrYyjWwcZ;9;-7092;1;549;0;434;273;3
0KTE42CfNdxyAXD6VUpypM;7;-21318;1;433;985;108;305;5
6266Xaa6j99btmam9nQO88;7;-5918;1;108;0;267;161;3
6WNI9ZetcgXFiISYuJAy6O;11;-635;0;446;0;273;408;4
6KOJOQv967aApQ1MY7xyQ1;0;-5859;0;634;874;728;347;4
2aiM5sgeG0yHZ1kEh3N9iq;6;-6124;1;659;0;195;308;4
51wOUlXzsCbUJOeodv2X3U;6;-5733;0;122;0;971;524;4
2e6OQHZ8x39EMeai8lMzO8;11;-8314;0;823;994;319;146;4
1CRrbEyswd4lheKXHZOqsM;2;-5544;1;622;0;334;317;4
6ZiaGtb94L6LtRbC3yHkJW;1;-599;1;58;0;356;15;4
5AxTA7EKcIiqc51nfBoKl2;0;-4561;1;129;0;32;306;1
1pFLSVge1Jtmy5PU0E9iZq;2;-5871;1;488;0;605;39;4
5lETDIvyWLJvR3YwohnwOZ;7;-4414;0;387;139;11;229;4
4D1Ip2CcvpGIfMLWTVTVVP;9;-3975;1;58;0;482;295;4
0J1SNj1evDHEYHZzHT7Zps;5;-3776;1;66;692;35;781;4
6YTxw9D17XpnJnujgCqJgX;0;-8046;1;658;692;954;405;4
7lzprKou9yZPeU3kgm3Y14;4;-4086;1;816;0;306;115;4
455DO7PYZRFc3nMgqRQLMX;3;-3986;1;604;373;156;406;4
5n7ulscvYsWROejxxTg3kC;2;-4646;1;753;0;327;705;4
0sC5ub2JcnKmypbITsfsJa;8;-6798;1;372;44;102;427;4
26KIJ04nyiYxPh3mcPMiJE;0;-10186;0;482;0;31;404;3
5IYqcX40Tr97RZDg3Sifl0;4;-9619;1;4;0;122;3;4
6pENUmGEfCNLwd5QY3j60T;10;-7497;0;61;0;304;442;4
6qxxHH3S6hVVRiwK5665TA;9;-4908;1;115;0;335;168;4
5CG9qgl3R1zlKbK6sb9q4Z;9;-3044;1;234;0;113;334;4
23sbsUEakx3vdMQ4xA5OIy;6;-7333;1;715;0;556;296;4
1nAoLuGshX8UZyqKWXUCYG;7;-2575;1;566;0;998;895;3
1PGMfTSkrMfJBdiFyAztv0;3;-6663;0;836;0;85;458;4
6Ua3yjhvUNx1Kjzq8RrlHa;8;-7949;1;647;58;82;433;4
12rctrKl8dkkwksL2MM2HZ;9;-10497;0;535;0;362;403;4
1cQXDosKkPHAZVi7YWYX15;6;-6882;1;737;259;123;654;4
7xWgCUckC7bAQfrXGZ8l5e;2;-5637;1;505;0;103;446;3
4yIPRK0XPbaeGFiGTog6gN;3;-6831;0;521;0;328;213;4
1BZ9bUYt4fsF2bLVPZp2aU;11;-4135;1;903;0;213;135;4
6fth6AcmijCSuKBwywe5Hc;4;-7991;1;396;432;432;198;4
463jvTBlNaxfX7Sg5El4Y0;10;-5385;1;642;662;322;386;5
2kEBwl8sSQiuVzND58tKmO;7;-4749;0;251;45;289;357;4
2uhGhGjoSFyOeyFDc9zHhQ;8;-7418;0;272;106;109;639;3
03ehYCO0GKI33FeOLNh75B;3;-11214;0;687;138;551;333;4
01goDEgLNLAVOmRQ8Ip7js;8;-878;0;337;0;24;139;4
3PM1gGSwkq1Szoeb3BDRxU;11;-7823;0;618;147;939;443;4
3HrbHhj7NulyxG3tl406vP;3;-11267;1;551;246;354;806;4
6whmodY4ixeotqmVxwQOwL;1;-6279;0;581;0;671;219;4
3FK7Wzox7rB8PBkZjhnXFm;2;-4197;0;43;191;139;373;4
5GNwm3jX0MDAkwogL9XKby;3;-2493;1;19;0;831;355;4
1L6yEgyroIBQ5dpJRyDs13;3;-11456;0;285;915;121;14;3
2ktq6Mjg0O6BVq9U8FTzGE;5;-8917;0;865;811;343;919;4
7xNAfLzAmOJ2jQctZ9NvsA;3;-4929;1;146;435;205;131;4
3ScnWWth3PD2vEjTPsQSi8;6;-6355;1;75;105;257;815;4
2d5A0pXGLvKHoQtidmezwM;11;-3361;0;169;0;147;229;4
3EQi86PyyvhCsoD4fnGCwQ;9;-4507;0;52;0;134;235;4
60DXdtL1WH2mSl5mdzMIjf;6;-6698;0;961;0;896;109;4
747hkqbZ6AbsFIhaI1ns0q;5;-4543;0;153;0;352;252;3
3QfhY9bgWzVu1Wrw0MIZek;0;-17787;1;163;161;637;121;3
74fmgTCBrBsgcjLwFZ8HLS;0;-7398;1;734;339;322;102;4
0xsc68Mozt4PuX4TKvncFN;11;-4349;1;967;325;162;214;4
3h5OOaUCkNCdqISpeMshOI;10;-4983;0;943;0;293;202;4
0hYluuaTZEu95xFDSwFWl5;10;-9159;0;127;941;608;375;5
57V206sraMtWGTYsgIyYVl;9;-7814;1;619;0;119;367;3
1GzwDazWVTlh2GxPiCTAPc;2;-7273;0;836;0;415;664;4
13ORo6nuNhNLniacmJVocI;1;-5706;1;135;966;162;792;4
1IzmsrIxby0W5NwpOhkIgv;0;-662;1;998;0;551;18;4
2sx2JMObNBuPIrhRp2VfHR;7;-12537;1;33;841;126;363;3
0yw6pFuMkM7eVBlQLjUxHv;4;-648;1;715;0;358;301;4
5NJu4ptSsZp7ocFb459rt7;1;-4562;1;521;0;766;216;4
0UkDQLM5G6PshSlRUWyiu0;10;-5383;0;594;0;289;327;4
7vF1YyBRmpbfTqPuPJbi7j;9;-499;0;533;0;454;316;4
2gVN8sXB7FxbdBvSHaZYHM;1;-5143;1;139;597;263;238;4
1zc9mfxeNZ6HiSxRzY7JIA;10;-3923;1;821;0;384;155;4
3i2ne1UTBRAg28NdjA61hr;0;-9289;1;121;0;112;381;4
70RLwSIBClxedybDYa2XWy;9;-2484;1;164;697;317;107;4
4izC2yID6txfr8xXN6xbZQ;8;-5352;1;191;316;885;398;4
3BDMkqHAiIQukOgkqNuQB0;5;-6863;0;642;107;218;163;4
5YRVKQf4YaW0Ohz8cReoYt;2;-4887;1;831;0;409;259;4
4tk1j373NAOpTtjasixnlQ;9;-5989;1;978;0;204;141;4
0wYg0PneIcCF1vp1s69DfM;7;-5123;1;904;363;1;163;4
7mu3izFaaBjVHvsXkhArLK;7;-2378;0;605;0;237;253;4
3pygXZX8lJqanBWUocmD8b;6;-519;0;129;29;208;294;4
53c9YHuifgAWJoqgPOgPUn;7;-4465;1;131;0;127;398;4
4HqNd2LxuZ8ByR7E4tKeLK;11;-3922;0;843;64;339;119;4
1INgqSIf08RlPhcWSrXXP4;1;-4044;0;507;141;376;438;4
0kco15ozQ8NHEeZSqgWZ0U;9;-8159;0;432;176;302;17;4
4vK7YxgpYLEU97fA3M3EeI;4;-9151;0;314;0;811;39;3
5cAA2JNIRB75EsSdMhm6A3;3;-1943;1;112;0;149;693;4
0PPJv4XLFWwo1kbpm4ZnmI;7;-8144;0;847;0;133;119;4
37jp3SWRqJuHFCjm76hnMT;1;-13017;1;574;0;391;252;3
1qPAjsTdQisXGW5BJud7im;9;-5782;0;879;202;118;196;4
6FPASokCZtXjBQl2jBKYxY;10;-8156;0;813;0;318;336;4
4WfslTUTDPIPpp33dh2R09;8;-8999;1;122;0;12;683;4
3vngBGUNo8lBTWhLybWeck;9;-5366;1;217;0;413;303;4
5zcNcMFtlo2ikzUyGwDt9e;11;-13332;0;776;0;991;648;4
2O03PVLpxzIX3D8k2fJwRn;5;-3692;0;947;0;278;406;4
5I75piAbJshLXw4t2Up8zK;11;-6001;0;474;0;518;549;4
5GNHQPuKKVIwezxNtGBwlM;0;-6479;1;732;0;54;538;3
67bHMpfN2QFLUpLNPiBNd7;2;-362;1;154;324;396;785;4
1Pj511so3LG0PKCkZrkd5Z;5;-4567;1;128;0;17;722;3
6NA9XsV1pzeW2QqPn8pi4g;0;-5888;0;315;103;244;252;4
6vgCLXsuxbSTFn66QbEE3X;9;-4431;1;755;0;583;174;4
66P5aWRN4CTxPSEBZTeZOk;2;-5197;1;952;0;195;905;4
0pUMwbsKyJkvtpNJbothqe;9;-5725;1;853;389;442;166;4
0z05WGKhrg8nWH0KFrWfXk;9;-5053;0;827;118;102;29;3
63Uyol7YBYfdHpJ9HJDmhN;10;-6373;0;667;0;129;179;4
5BSa8MzfxhgmQe3pU4hYhI;7;-7233;1;128;0;145;137;3
0wl6Ojj7euPLNxcxH4v29K;2;-3023;1;906;101;559;178;4
29mUG9GzI9bCd3CPRLpmPM;9;-4463;1;116;0;12;397;4
3wEYSq5lEMivJmKUDKPJGn;4;-5001;0;571;0;153;225;3
2UbIZiTmozBrmceDdjqqOY;1;-3779;1;1;144;111;103;4
0SsQVboirFwfhet6WXUoCk;2;-4733;1;322;0;276;465;4
5WWeJrAESkvLIaz89ZlZi3;10;-9467;1;335;413;123;154;4
3PvWT7hta8nxsbSoYPg9Vx;9;-5786;1;686;0;96;138;4
2drx5tUgMv5Vj34jkE0OTS;7;-4545;0;135;0;111;136;4
6RYPKSSDUgpgzyFdzEBPJP;0;-727;1;101;32;108;368;4
7vlYvmd809C4rWDAWuJuK3;9;-3625;0;442;0;132;317;4
5MQp0Y0bwFru5xbatuP38t;0;-2863;1;655;0;563;616;4
05nNelgkr53RyE6Y7lfiXe;2;-564;1;108;0;905;876;4
2M95nL0Ud35yRuvbNKgxIx;4;-2893;1;249;876;265;393;3
0HF844CZVnlnsHOKmiPORg;1;-9217;1;969;219;364;102;1
3otvs1xgZahX3z7RPfW0Qf;9;-7157;0;818;0;485;35;4
7AhV1VTB50475ZwY316Ccy;10;-6871;1;687;0;336;103;3
1ta6KHy4yuGSxW3mKNcvZN;6;-7833;0;51;0;749;323;4
0DWx8a1qwJBUWRRscNJNGl;11;-6064;0;561;0;346;179;4
6678p4su7ZvWkqJeCklSBh;9;-7669;1;416;303;112;798;4
1FUyPiN2gSCXDNVuD5MgvE;9;-8287;0;406;226;1;145;4
2uImQzm9W8Jj2sD1ZOJANr;8;-4557;0;762;244;156;753;4
3y7xqINqRIrgDFkjvN468u;0;-4014;1;111;352;211;102;4
1QvQz96lNtXPGoC3fCShQK;10;-3611;0;969;0;371;998;4
6orPCwBWW9Li0CBseEcDHJ;6;-7383;1;103;396;151;256;3
5J8qjaktW6spMOoWBxVWrx;1;-5024;1;148;107;84;133;4
0xCyJpvyfEu6lieTyNjMWw;7;-624;1;95;307;156;119;4
3g3xeraZHEGDAS52YT3eku;9;-4131;0;784;0;322;37;4
7wcqsaVz5LadhwD12HtOu3;8;-6914;1;323;751;767;139;4
1KnNbJ2Btm3AgpGQDy9utV;11;-6472;1;335;33;108;144;4
32dGGAko2c7KYzyY8y4N99;11;-4697;0;92;0;159;385;4
31zFI9wyuwU8gHxQdcIaBA;11;-6341;1;59;0;178;61;4
0FlJRNKn0aDvx36lQtPUWo;1;-4444;1;817;0;357;29;4
1UrHneob6DrcOGHJk9cnoE;1;-10292;1;646;0;572;395;3
0AnyeHDkVoY5wn1NXYpQJD;7;-7508;0;688;147;778;121;4
1sYr5Ib8X77b3hOUxMm0gx;9;-4261;1;498;0;176;223;4
4xExX6cjgFyqKH2YCDCfvy;6;-7181;1;62;0;963;627;4
7IjhmqIrwo6bv3oqMfE8Gv;2;-3585;0;11;0;656;233;4
1KH4yq8QWmD33GmYOMVo6q;11;-2469;0;1;0;348;101;4
04Nhn19E68jXniH3U6OWoD;0;-6375;0;114;0;385;49;4
1AlGB2QDSuanDxQYBhmdym;4;-6572;1;446;925;278;836;4
3fqMkZNIfYgYmVPO6Ivuqm;9;-6887;0;107;0;21;129;4
7ewvRAerH1lASqFO76svOL;8;-6199;1;219;0;809;434;4
18HnCeaGjRjCyhqrBG2xmR;0;-8823;0;999;0;642;278;4
3sXpEwbsoFfneTtOLwrbyu;7;-5024;1;904;0;706;647;1
53mYqKfg39Sq3IpS2ywGfM;11;-82;0;994;227;105;142;4
1JWIdPBj17shz9pavUP8fv;0;-8848;0;662;129;267;332;1
2YGEvD1PTSsb1qZrAqLTkG;2;-1079;1;359;0;318;419;4
7bw1XVQuxg9SmXsoaBWcjJ;6;-5223;1;945;0;195;446;4
0x6QL1WPFiIBUFIRXkpNE7;0;-837;0;384;547;892;769;3
7es2BqMZqFjzjMI8QCPDE1;11;-5585;1;41;0;86;519;4
3gltjLpFGs2OEYPMwelCSS;0;-3979;0;506;0;309;718;4
19K65Zk83c7Yd5EaZNWQ3h;9;-4014;0;113;4;123;382;1
35G3OPh6mgKHN9I0W76Ybi;7;-6834;0;872;0;727;244;4
2RM6p5lHeqQswGVfOM2QBu;6;-402;0;187;0;805;34;4
3sZnMMojrkwOxzdV1zUf2J;10;-7231;0;982;0;112;133;4
5jrWAL0VDu5MbQnzZ6pk0s;0;-5186;0;953;0;24;393;4
69RKttZp5ubhotQ2ZmoqkQ;1;-582;1;919;0;186;12;3
6flhEivmmwE0fMB1vEmwnn;1;-443;1;575;0;134;202;4
2dE38SXWT06ER3n3fUeJ3k;0;-5483;1;509;0;286;287;4
5zcKSzFMjftkKWQEBrHMsy;10;-6691;0;161;0;312;795;4
3CS6i4lXcmxY1RXouFpYGR;2;-9348;1;291;486;36;388;4
1RRKJPVnNwNZafc3xubwX8;6;-4374;0;457;0;133;673;4
0wPgekGeIrPFADeeAf2Xlj;7;-7942;0;315;128;107;721;3
3vJ6a6GhjS32yUSDbhVgkV;7;-6229;1;192;0;159;374;5
6EvRTwwmPsCvHbur6Ch4e5;0;-6278;1;48;0;894;159;4
0tog32XyW73PlwctgUE503;10;-10281;1;453;798;237;224;4
2ZeTxFXTQeqXAYTJBwuPdT;10;-5401;0;116;129;161;36;4
0XikAPBz2QDHjZxDQCGe06;10;-4048;0;798;0;152;628;4
3EgFBoMgwhv6cGC6svWyuL;10;-3658;0;675;0;297;19;4
7azJlKEIvNRpsM1Merd2eG;8;-6248;0;336;365;918;373;4
1itG2L5fjV1Ei958Cd6UjL;5;-3315;1;864;0;709;16;4
7Bn4cl4SdSLJFELIvzvIsJ;9;-8621;0;622;0;438;27;4
47XYw9EUxucHfkqdQDyBrD;11;-11385;0;588;0;598;651;4
6y3i6BjgqHNigDSkRsBRsb;0;-3545;1;978;0;102;195;4
0A6yvUmWmoAOzHH0o1UdUj;2;-4521;1;194;352;719;318;3
5GqXOR9mrPWRmpRBiJPD24;7;-12685;1;333;293;1;777;4
3RIeNvIwO6ZRMLiwla7DdY;9;-6346;0;666;0;389;335;3
5EdmjcNVN9UIl71x2LPpxQ;3;-5289;1;949;0;189;408;4
0EccT8UeXWgXtgm5XwFoYJ;9;-2964;0;737;0;517;101;4
2Mp5jdMQspKnFjlk8ACsMw;6;-5571;0;138;0;959;635;4
790GAji6LuoHsHswTGKlbY;1;-219;1;957;0;962;368;4
00IXrawIDidTg6RrN3pt6X;2;-13219;1;384;0;101;25;4
1fzfivd2zAPbSgfxVPpC9m;9;-6173;0;984;0;803;195;4
3k2I0XNj4ThPXcF3ieiEdh;4;-5256;0;159;0;206;648;4
4WVZCFBXHrQRhRc10oFWqD;10;-6047;1;18;0;177;368;4
3WLUCqIJd8JS8jc3wwaC8Q;1;-5938;1;125;0;175;105;4
4l4I0TefA8k2mN0KqzUi4R;8;-15091;1;387;724;248;323;4
3FlVpXdWH32y2vK4BABINO;5;-8228;1;915;0;359;49;4
36BpdNhpc6BuY53BopgMyu;9;-2658;0;599;0;319;163;4
7ryb8hcjC61lLTmkD8djkt;4;-643;1;677;158;921;765;4
4Eg3w2y5JAiaVWTMWC6pHZ;9;-20274;0;585;233;465;664;4
4m9lCws9FeI0IwhVkHTb8P;9;-7781;1;587;0;608;122;4
74QIB9RqWO4C8LGHfxb7xq;2;-4584;1;108;0;112;405;3
2XWPMU0Wl1QESmqrOpipYx;0;-13266;1;526;0;269;808;4
7jok5zvxnrQuK2N7psZHyN;4;-714;1;809;0;11;203;4
3fAk3N2rvFZI4QqHbaFJX2;2;-3966;1;893;889;715;563;3
2gpFhHwBF5IZwP61MaMtPX;3;-83;1;514;138;243;119;4
61Am1jm5R2wE7XkhFNvujS;7;-6315;1;753;104;704;185;3
6KqhPfkGbliDxjIQBVzltm;4;-6976;0;101;172;596;754;4
19EmOYHsf8pAJCX8wKXJMy;1;-5136;1;521;223;16;15;1
4tRTglAwmKdf6ir90DH5pS;0;-2784;1;859;206;808;149;4
5DU6cgGm1nOa2vBNPvXlHC;1;-8847;0;42;0;285;795;4
2NdgWc167zQO9ufNPtmDXh;1;-512;1;166;0;476;116;4
4u4yBJmIws6XF0bfJx12tA;7;-8991;1;379;149;136;376;4
4kDJ3wToUoZxnCgHeFrSPI;7;-4989;0;533;0;727;251;4
1k9BUNBGmwXxV9MoK7wwdX;8;-5094;0;132;0;378;182;3
4NmieuZWuPz5jb3V3sDoV8;2;-6797;1;276;219;231;561;4
67VnPLN3mqfnyJYVtSSeBT;10;-6059;1;913;0;206;372;3
76u0VeHQ6XDcqDXzojjE8X;9;-4991;0;1;0;986;388;4
7ALT7GdBvEkUHQ75rdDxGX;3;-13524;1;769;356;345;312;4
3ISHQXKKHknc19IkrjrDU0;11;-4925;0;113;671;374;526;4
4reBCBxvnJLdZCiTLPHtrZ;7;-7305;1;252;0;318;335;3
0zbuphwpwDnFCTDO3Up3zj;2;-10403;1;426;321;131;154;1
2wURETE2Z6UwmljCMyEgtY;6;-7415;0;115;0;676;554;4
51RlUEHxhyPzYZPu7K24A7;1;-7745;1;298;117;123;377;4
7sCHcNQVpyJ9gqDUGVryTc;9;-7875;0;7;45;681;224;3
61AvbHObN4MjfUpJOcOMc0;2;-6525;1;169;126;375;243;4
3gyYXpRajPWHM1k7wl7i0H;11;-6737;0;355;0;15;24;4
5ayf7MiGb4OleRyIg8wOn5;2;-7506;0;301;91;93;169;4
7MOMkeydYmyvxbidrx2gT4;9;-657;0;342;0;116;439;4
2B34RFUGMBZKwONE5sElkm;0;-6788;0;618;929;184;146;4
2ZWUcwJFwHAKmfWbc1bOK9;2;-6373;1;389;309;119;483;4
5uSq44B4BVNOG5FklL98lc;5;-10396;1;362;21;873;37;5
5ewW3UyoQblDHBySUFfNi9;10;-16322;0;306;944;113;645;3
1ghbMdugKTOluXxDiIc1Pp;9;-6096;0;498;296;109;449;4
6YGDbl5MJmMSUP33UbGoAo;4;-551;1;106;0;877;271;4
1pF5SqpGCz8tHh0MR88Tg4;7;-7779;1;777;0;371;424;4
61E94KWRUkFqUPqr56oYjD;11;-5124;1;625;0;294;352;4
3vadV5PzHc3tB5S0CWCBmc;7;-7605;1;593;611;11;574;4
5FTkkXzay4muIam94XQwPT;7;-9062;1;419;237;176;117;3
1uUq5kvGpoH5HTyw3nuh4X;6;-2738;1;141;0;303;185;4
3DlDjARjuTlDaJ7TU1UNtM;0;-6974;1;429;102;781;212;4
4zUU0VOduQFLb5iQhmaNDD;3;-6861;1;859;0;698;536;4
0o4r0WEOQcITh4vUrU7M4M;9;-5351;0;104;0;336;201;4
3x9uPWasYQQn8WGUg1zuMm;4;-6334;0;901;43;657;91;4
095ca7I4MPYD6bDyNeXOGh;6;-4678;1;166;0;562;27;4
2PENGNC4Du8VO4eihW5EEf;7;-4503;1;24;117;38;117;4
0mXilykDwoHhujMB1Yjzxa;0;-7516;1;388;712;563;292;4
38HX0862Hxv9juLuRLrtIw;2;-7212;1;752;955;732;111;4
3VKAD3ucHwTW1FbPGpmjeL;7;-4923;1;73;0;337;369;4
3cXSZnTbHig0sntFrDqE0f;4;-7602;1;637;471;194;148;4
0BtX4NKl00Mmwf3yDhHy6N;9;-6301;0;696;0;101;294;4
6YgNYWr0g96uWRHEj1tkj5;5;-5132;0;651;113;255;325;4
0jRdMXriTIWk0Bjr3ZSp49;11;-8118;0;424;0;287;621;4
20GcfxNGnwLuhuRPkigmSX;2;-5071;0;802;0;348;137;4
5BDhshCRCpP3SDhkaPwvv8;10;-6937;1;422;437;914;214;4
2biGEMYnKkiqJXkS8Koiaw;7;-16311;1;311;644;231;689;4
22yUEwgKehG1UwliqA7hUr;2;-1648;0;675;186;108;318;4
6DY2S2c3PqkQyfEgUlXoPn;10;-5243;1;26;861;164;294;4
2SPRECOWPMYu5f8y7VPGBe;7;-5657;0;863;162;207;266;4
16eOklSgkPJCk31PGB6fhc;5;-4034;0;122;0;844;104;4
4BCbJuo6vNR6zsgaf7hath;10;-8652;1;412;0;109;178;4
7APWOXPMfDbSpQ7u9PODEB;1;-6625;0;725;0;33;186;4
5nKvnoNzm7JMMO5nGYfFPq;2;-5788;1;165;0;356;355;4
1QGKGu0plpZnzOgzdZFE9r;4;-2469;1;786;0;336;253;4
00pjRnbDU5A0hmYHFXlsJh;10;-7886;1;504;0;809;223;4
4lAzYBmhgplibFS1MDProL;0;-7635;1;445;118;364;138;3
6rMyACubLtriksAM48FkL5;5;-5105;0;14;0;185;388;4
6vjUx7ww6UR7UWgN0qFrnZ;3;-708;1;548;27;277;441;4
6WREIMikCOAKdwqcO4jUI1;7;-358;1;388;145;11;475;4
1crtYCEopK0zrxSFj0XJGK;8;-9528;1;902;425;413;241;4
07eSFBlsPsdyi6GPofl6Y9;11;-4266;1;162;0;152;339;4
7c3lBY6J7ZVBmCcgaK6F8X;4;-6076;1;901;0;18;469;4
7MpfjLn02ygBsL4N5z6aY7;9;-3764;1;12;19;309;673;4
5y6DhwlDmP9BX83aD5BZnS;1;-5875;1;786;0;629;244;4
4X27k1IArd6G1aS9wI6kzl;2;-5492;1;144;504;125;143;4
2j5e5FQit6wo7r7L8EYNSL;7;-11947;1;398;742;106;285;4
5pFg6HasOgUtvo8o1o03Mp;11;-3561;0;176;0;108;166;1
0RRNdm9FhEGVl0p6S9JlIT;2;-8146;0;32;343;777;11;4
75CxKQSsS6p2z725ZfWLek;1;-5266;1;993;31;303;177;4
3Uka2jwSScMbdeNxDITP2E;10;-7086;0;13;152;378;394;3
3KzJQN4N0TTyapAiCMt34o;1;-7602;0;627;553;821;158;4
1acx35894eJWiwnjN7faXD;11;-7592;0;104;0;802;2;4
3u2O5KKgRUJdRPEefHsZfv;7;-3495;0;438;0;465;379;4
2in67HRK0kG1fiCoXJdbYq;9;-6793;1;536;137;658;591;4
7tJxrItWO4M5GWjW6ZDqu6;1;-3556;1;186;0;111;385;3
07tP5JoYUg5pRNv9dFw9Xd;0;-8674;1;608;0;23;117;4
0Yn8DDcuPgxX2zHNM6rfWm;7;-7672;1;742;0;353;392;4
4pMmiFQnghs6ZrzUOU38l2;6;-13388;1;489;0;167;346;3
3OlTBlaaCxIk8GQydFwkZJ;2;-666;1;52;697;171;232;4
2xkvHKRX4CVg1Pr0sK7mwH;7;-6407;0;709;0;177;11;4
7c99nCB4ie0DBMLyPGajfe;7;-4838;1;987;0;824;126;3
65sql5o05skwJ6frSq4exl;7;-688;1;939;0;116;588;4
2iHV5oUsDdbBNa5nJ5lo1g;0;-7347;0;802;0;381;157;4
3RvOaq1dfGqFAnepGNdGjd;10;-5789;0;817;0;165;364;4
2ilMGd1JXL1xBXz0IgZL6J;8;-6043;1;125;0;304;35;4
1LvRXEnBDojSXeU78M9iAt;9;-12792;0;367;14;126;381;4
3UXlNmWG0HIM6GvAfhpywS;5;-3981;0;951;0;244;118;4
5jJ7w67X9eF97InANB9xkV;9;-13064;1;391;0;327;375;4
0uubTSWb1mBcwxJ28pkLEJ;0;-6426;0;708;429;134;351;4
6V9fwWqx73QvjzkAjRL3Z9;1;-7476;1;545;0;253;387;4
6B34WMWGgFYn8nxKUcRQPI;7;-6087;1;105;0;357;251;4
653khtHb8vwRph6ECHMLBN;7;-6676;0;634;0;241;319;4
0aSUQTpQ4JsXPKh4xpTtoK;6;-5581;0;163;0;343;174;4
19yAuvJISI6wGCkCMr5jzV;1;-11639;1;497;0;251;673;4
6UuS3yTKdLCRZN2Aw7S0By;11;-8729;0;842;0;223;126;4
6bKp7enSiddwKgfJ49Zkq4;11;-4652;1;941;0;548;123;4
7MCjc99jSO0gIrVaiMpoKM;11;-8466;0;404;0;228;206;4
5B3vZE0PeDS9MYfD2supyD;8;-6826;1;914;0;25;459;4
5v6QwjQfJKp8VMzvXb9fZc;0;-4634;1;264;0;358;354;3
6pfdcexHHdATj9RV2EJeAI;0;-5662;0;513;831;116;22;4
0iGDA9e2XMpDjvPbDnGYA8;9;-7163;1;362;155;219;177;4
5C6oM7CRpTXJTnG0iQvXuj;4;-4106;1;147;0;381;236;4
6EyVBl1En0H0KOQVMiwozq;9;-6411;0;827;0;113;109;4
1bMvYcb56PjZmxjvAxckGz;1;-4156;1;117;123;879;377;4
2KbkcLR1DpX1yQfKgO1QRs;1;-712;1;619;0;361;22;1
6ya3TJYVQfmfpgXdrQlicL;11;-6984;1;114;386;994;908;4
2T8a22ObBmveYxlo98dBIA;7;-48;1;627;116;988;206;4
4FyyPz7aB3NGy4MHehD662;9;-7861;0;526;138;537;417;4
0PW8pgB8zsBiAg3gMWzUDJ;7;-9868;1;359;88;108;323;4
3SYk0BQzYeuoOOwoSStypY;2;-5794;0;531;0;224;192;4
2UznT9UMFxx41vmzWm5Bmi;0;-6852;1;458;253;757;101;4
77EvqDtVh7ivqcr3H3KRs7;9;-874;0;705;533;11;975;4
0Qhyg7uDZhJsmhUVz7KSmU;5;-5552;1;545;0;297;161;4
50Uf5o0LGW9SRFSz4sLjML;11;-10428;0;474;584;216;142;4
6yWGoBDA5i9kvQYC7bi3aK;2;-6338;1;317;0;109;308;4
4y1N0YFguPqanlgfZB0YGa;6;-12715;0;345;316;131;945;4
5BMvVphwKZbTAYrpCG1QcA;7;-4044;0;725;318;353;216;4
0Tarx49GGqUsSusrf7OMHW;11;-7897;0;374;0;372;176;4
5XaueS6W32nmVOFqYsmoCr;0;-4348;1;138;14;306;399;4
02FMm5i1pZR6TC9IeAmx1B;0;-4475;1;499;0;359;357;4
3qSiLolBeDlPkQw0pu2f28;4;-7939;1;337;346;118;819;4
4r27uNqLbWgXGKHzhA7n6x;8;-8678;1;714;251;339;771;4
1eJWO5h4Prnu5aWZBhmawk;4;-4002;1;217;0;37;166;4
1X0hnY9QLx44Zl9BwKm0It;4;-428;1;579;605;111;723;4
